timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T19:22:15.999,7.506,0,0.000,-273.1,14.7,8.419,-0.12,0
2026-09-15T19:22:16.099,7.606,0,0.000,-273.1,14.9,8.419,0.12,0
2026-09-15T19:22:16.199,7.706,0,0.000,-273.1,14.8,8.419,-0.14,0
2026-09-15T19:22:16.302,7.810,0,0.000,-273.1,14.9,8.419,-0.29,0
2026-09-15T19:22:16.399,7.906,0,0.000,-273.1,15.0,8.419,-0.14,0
2026-09-15T19:22:16.499,8.006,0,0.000,-273.1,14.9,8.419,-0.01,0
2026-09-15T19:22:16.599,8.107,0,-0.000,-273.1,14.9,8.419,-0.10,0
2026-09-15T19:22:16.699,8.206,0,0.000,-273.1,14.8,8.419,-0.20,0
2026-09-15T19:22:16.799,8.306,0,0.000,-273.1,14.7,8.419,-0.21,0
2026-09-15T19:22:16.901,8.408,0,0.000,-273.1,14.9,8.419,0.06,0
2026-09-15T19:22:16.999,8.507,0,0.000,-273.1,15.0,8.419,-0.09,0
2026-09-15T19:22:17.100,8.607,0,-0.000,-273.1,14.8,8.419,-0.01,0
2026-09-15T19:22:17.200,8.707,0,0.000,-273.1,14.7,8.419,0.05,0
2026-09-15T19:22:17.301,8.808,0,0.000,-273.1,14.8,8.419,-0.13,0
2026-09-15T19:22:17.401,8.908,0,0.000,-273.1,15.1,8.419,-0.02,0
2026-09-15T19:22:17.500,9.008,0,-0.000,-68.1,15.2,8.419,0.03,0
2026-09-15T19:22:17.601,9.108,0,0.000,-273.1,14.8,8.419,0.16,0
2026-09-15T19:22:17.701,0.019,0,0.000,-273.1,14.9,8.419,0.21,0
2026-09-15T19:22:17.802,0.120,0,0.000,-273.1,15.0,8.419,-0.03,0
2026-09-15T19:22:17.902,0.220,0,0.000,-273.1,14.9,8.419,-0.08,0
2026-09-15T19:22:18.002,0.320,0,0.000,-273.1,14.8,8.419,0.01,0
2026-09-15T19:22:18.105,0.424,0,0.000,-273.1,14.9,8.419,-0.12,0
2026-09-15T19:22:18.202,0.521,0,-0.000,-273.1,15.0,8.419,0.03,0
2026-09-15T19:22:18.302,0.621,0,0.000,-273.1,15.0,8.419,-0.28,0
2026-09-15T19:22:18.402,0.721,0,0.000,-273.1,14.8,8.419,-0.02,0
2026-09-15T19:22:18.502,0.821,0,0.000,-273.1,14.8,8.419,-0.04,0
2026-09-15T19:22:18.603,0.921,0,0.000,-273.1,14.9,8.419,0.01,0
2026-09-15T19:22:18.703,1.021,0,0.000,-273.1,14.9,8.419,-0.12,0
2026-09-15T19:22:18.804,1.122,0,0.000,-273.1,15.0,8.419,0.06,0
2026-09-15T19:22:18.903,1.221,0,0.000,-273.1,14.8,8.419,0.05,0
2026-09-15T19:22:19.002,1.321,0,0.000,-273.1,15.0,8.419,0.22,0
2026-09-15T19:22:19.103,1.421,0,0.000,-273.1,14.8,8.419,0.10,0
2026-09-15T19:22:19.203,1.521,0,0.000,-273.1,14.8,8.419,-0.25,0
2026-09-15T19:22:19.305,1.623,0,-0.000,-273.1,14.9,8.419,-0.31,0
2026-09-15T19:22:19.404,1.722,0,0.000,-273.1,14.8,8.419,0.01,0
2026-09-15T19:22:19.505,1.823,0,0.000,-71.8,14.6,8.419,-0.20,0
