timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T18:50:37.686,3.527,0,1.792,-90.0,11.8,8.419,-0.36,0
2026-09-15T18:50:37.786,3.627,0,1.485,-90.0,11.8,8.419,-0.50,0
2026-09-15T18:50:37.886,3.727,0,1.689,-273.1,11.8,8.419,-0.38,0
2026-09-15T18:50:37.985,3.826,0,2.150,-273.1,11.9,8.419,-0.06,0
2026-09-15T18:50:38.085,3.926,0,2.150,-83.9,11.7,8.419,-0.01,0
2026-09-15T18:50:38.185,4.026,0,2.150,-273.1,11.8,8.419,-0.24,0
2026-09-15T18:50:38.286,4.127,0,1.280,-273.1,11.8,8.419,-0.29,0
2026-09-15T18:50:38.387,4.228,0,1.894,-273.1,11.8,8.419,-0.16,0
2026-09-15T18:50:38.486,4.327,0,1.894,-273.1,11.6,8.419,-0.23,0
2026-09-15T18:50:38.586,4.427,0,1.946,-273.1,11.7,8.419,-0.17,0
2026-09-15T18:50:38.687,4.528,0,2.406,-273.1,11.8,8.419,-0.16,0
2026-09-15T18:50:38.787,4.628,0,2.150,-273.1,11.6,8.419,-0.09,0
2026-09-15T18:50:38.887,4.728,0,2.150,-273.1,11.6,8.419,-0.12,0
2026-09-15T18:50:38.988,4.828,0,2.201,-273.1,11.7,8.419,0.20,0
2026-09-15T18:50:39.087,4.928,0,1.382,-273.1,11.6,8.419,0.01,0
2026-09-15T18:50:39.188,0.014,0,1.382,-273.1,11.7,8.419,-0.06,0
2026-09-15T18:50:39.288,0.114,0,2.048,-273.1,11.6,8.419,-0.07,0
2026-09-15T18:50:39.391,0.216,0,2.201,-64.4,11.5,8.419,-0.02,0
2026-09-15T18:50:39.488,0.314,0,1.638,-73.4,11.5,8.419,-0.01,0
2026-09-15T18:50:39.587,0.413,0,1.638,-273.1,11.7,8.419,0.06,0
2026-09-15T18:50:39.688,0.514,0,2.611,-273.1,11.5,8.419,-0.12,0
2026-09-15T18:50:39.789,0.614,0,2.201,-273.1,11.5,8.419,-0.05,0
2026-09-15T18:50:39.888,0.714,0,1.946,-273.1,11.4,8.419,0.15,0
2026-09-15T18:50:39.988,0.814,0,1.946,-66.1,11.4,8.419,-0.05,0
2026-09-15T18:50:40.089,0.914,0,1.997,-273.1,11.6,8.419,0.16,0
2026-09-15T18:50:40.189,1.014,0,1.997,-273.1,11.4,8.419,0.20,0
2026-09-15T18:50:40.289,1.114,0,2.099,-273.1,11.4,8.419,-0.21,0
2026-09-15T18:50:40.389,1.214,0,2.099,-273.1,11.6,8.419,-0.05,0
2026-09-15T18:50:40.488,1.314,0,2.150,-273.1,11.5,8.419,-0.31,0
2026-09-15T18:50:40.589,1.414,0,2.048,-273.1,11.6,8.419,0.22,0
2026-09-15T18:50:40.691,1.517,0,2.048,-273.1,11.4,8.419,0.08,0
2026-09-15T18:50:40.790,1.615,0,2.048,-273.1,11.3,8.419,-0.10,0
2026-09-15T18:50:40.890,1.715,0,2.150,-273.1,11.5,8.419,-0.03,0
2026-09-15T18:50:40.990,1.816,0,2.099,-273.1,11.4,8.419,-0.07,0
2026-09-15T18:50:41.090,1.915,0,2.099,-273.1,11.6,8.419,-0.16,0
2026-09-15T18:50:41.190,2.015,0,1.741,-273.1,11.3,8.419,-0.19,0
2026-09-15T18:50:41.289,2.115,0,1.741,-273.1,11.5,8.419,0.03,0
2026-09-15T18:50:41.390,2.216,0,2.150,-273.1,11.4,8.419,-0.23,0
2026-09-15T18:50:41.491,2.316,0,2.150,-273.1,11.4,8.421,0.21,0
2026-09-15T18:50:41.591,2.417,0,1.536,-273.1,11.3,8.419,-0.13,0
2026-09-15T18:50:41.691,2.517,0,0.870,-273.1,11.5,8.420,-0.05,0
2026-09-15T18:50:41.791,2.617,0,0.819,-273.1,11.4,8.421,-0.17,0
2026-09-15T18:50:41.891,2.717,0,0.819,-273.1,11.5,8.421,-0.08,0
2026-09-15T18:50:41.994,2.819,0,0.666,-273.1,11.4,8.421,-0.20,0
2026-09-15T18:50:42.093,2.919,0,1.024,-273.1,11.7,8.421,0.03,0
2026-09-15T18:50:42.192,3.018,0,0.870,-273.1,11.5,8.421,-0.21,0
2026-09-15T18:50:42.293,3.119,0,0.870,-273.1,11.7,8.421,-0.03,0
2026-09-15T18:50:42.394,3.220,0,1.024,-90.0,12.0,8.420,-0.20,0
2026-09-15T18:50:42.494,3.320,0,0.819,-273.1,11.7,8.420,0.03,0
2026-09-15T18:50:42.594,3.420,0,1.229,-273.1,11.8,8.420,-0.26,0
2026-09-15T18:50:42.695,3.521,0,1.229,-90.0,11.9,8.420,0.05,0
2026-09-15T18:50:42.795,3.621,0,1.024,-273.1,12.1,8.419,0.03,0
2026-09-15T18:50:42.896,3.721,0,0.973,-273.1,12.2,8.419,0.31,0
2026-09-15T18:50:42.996,3.821,0,0.819,-273.1,12.0,8.419,0.17,0
2026-09-15T18:50:43.095,3.921,0,0.819,-273.1,12.0,8.419,0.09,0
2026-09-15T18:50:43.196,0.007,0,0.870,-273.1,12.0,8.419,0.19,0
