timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T19:18:47.087,187.002,0,0.000,-273.1,13.4,8.419,-0.08,0
2026-09-15T19:18:47.191,187.105,0,0.000,-83.9,13.3,8.419,0.27,0
2026-09-15T19:18:47.287,187.202,0,0.000,-273.1,13.2,8.419,0.09,0
2026-09-15T19:18:47.387,187.302,0,0.000,-273.1,13.3,8.419,-0.01,0
2026-09-15T19:18:47.488,187.402,0,0.000,-273.1,13.3,8.419,-0.09,0
2026-09-15T19:18:47.588,187.502,0,0.000,-273.1,13.5,8.419,-0.07,0
2026-09-15T19:18:47.688,187.602,0,0.000,-273.1,13.4,8.419,0.05,0
2026-09-15T19:18:47.788,187.702,0,-0.000,-273.1,13.4,8.419,0.13,0
2026-09-15T19:18:47.890,187.805,0,0.000,-273.1,13.3,8.419,0.17,0
2026-09-15T19:18:47.987,187.902,0,0.000,-273.1,13.4,8.419,0.27,0
2026-09-15T19:18:48.087,188.001,0,0.000,-273.1,13.2,8.419,0.31,0
2026-09-15T19:18:48.187,188.101,0,0.000,-273.1,13.4,8.419,0.22,0
2026-09-15T19:18:48.288,188.202,0,-0.000,-273.1,13.4,8.420,-0.02,0
2026-09-15T19:18:48.388,0.057,0,0.000,-90.0,13.4,8.420,0.09,0
2026-09-15T19:18:48.489,0.158,0,0.000,-273.1,13.4,8.422,-0.10,0
2026-09-15T19:18:48.589,0.258,0,0.000,-273.1,13.3,8.422,0.21,0
2026-09-15T19:18:48.689,0.358,0,-0.000,-273.1,13.1,8.422,0.03,0
2026-09-15T19:18:48.790,0.459,0,0.000,-273.1,13.3,8.421,0.00,0
2026-09-15T19:18:48.890,0.559,0,0.000,-273.1,13.5,8.421,0.31,0
2026-09-15T19:18:48.990,0.660,0,0.000,-273.1,13.3,8.421,0.08,0
2026-09-15T19:18:49.091,0.761,0,0.000,-273.1,13.3,8.421,-0.09,0
2026-09-15T19:18:49.191,0.860,0,0.000,-273.1,13.5,8.421,0.12,0
2026-09-15T19:18:49.290,0.960,0,0.000,-273.1,13.4,8.421,0.27,0
