timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T19:06:48.678,89.091,0,0.000,-90.0,13.3,8.419,0.06,0
2026-09-15T19:06:48.779,89.192,0,-0.000,-273.1,13.2,8.419,0.11,0
2026-09-15T19:06:48.879,89.292,0,0.000,-273.1,13.3,8.419,0.05,0
2026-09-15T19:06:48.979,89.392,0,0.000,-273.1,13.3,8.419,0.16,0
2026-09-15T19:06:49.080,89.493,0,-0.000,-273.1,13.4,8.419,0.11,0
2026-09-15T19:06:49.180,89.593,0,-0.000,-273.1,13.4,8.419,0.03,0
2026-09-15T19:06:49.280,89.693,0,0.000,-273.1,13.6,8.419,0.11,0
2026-09-15T19:06:49.381,89.794,0,0.000,-273.1,13.5,8.419,-0.17,0
2026-09-15T19:06:49.481,89.895,0,-0.000,-90.0,13.7,8.419,-0.25,0
2026-09-15T19:06:49.581,89.995,0,-0.000,-273.1,13.5,8.419,0.16,0
2026-09-15T19:06:49.682,0.064,0,0.000,-273.1,13.6,8.419,-0.35,0
2026-09-15T19:06:49.782,0.165,0,0.000,-273.1,13.7,8.419,-0.29,0
2026-09-15T19:06:49.883,0.265,0,-0.000,-62.9,13.6,8.419,0.00,0
2026-09-15T19:06:49.983,0.365,0,0.000,-273.1,13.5,8.419,0.03,0
2026-09-15T19:06:50.083,0.465,0,0.000,-273.1,13.7,8.419,-0.21,0
2026-09-15T19:06:50.183,0.565,0,0.000,-273.1,13.4,8.419,-0.11,0
2026-09-15T19:06:50.283,0.666,0,0.000,-273.1,13.6,8.419,-0.35,0
2026-09-15T19:06:50.383,0.766,0,0.000,-273.1,13.3,8.419,-0.10,0
2026-09-15T19:06:50.483,0.866,0,0.000,-273.1,13.5,8.419,-0.13,0
2026-09-15T19:06:50.584,0.966,0,0.000,-273.1,13.5,8.419,-0.43,0
2026-09-15T19:06:50.683,1.066,0,0.000,-273.1,13.6,8.419,-0.17,0
2026-09-15T19:06:50.785,1.168,0,0.000,-273.1,13.4,8.419,-0.08,0
2026-09-15T19:06:50.884,1.266,0,0.000,-90.0,13.3,8.419,-0.09,0
2026-09-15T19:06:50.984,1.366,0,-0.000,-273.1,13.3,8.419,-0.06,0
2026-09-15T19:06:51.084,1.467,0,0.000,-273.1,13.2,8.419,-0.03,0
2026-09-15T19:06:51.183,1.565,0,0.000,-273.1,13.2,8.419,0.07,0
2026-09-15T19:06:51.284,1.666,10,0.000,-273.1,13.2,8.419,-0.16,0
2026-09-15T19:06:51.386,1.768,10,0.000,-273.1,13.1,8.419,-0.38,0
2026-09-15T19:06:51.487,1.869,10,0.000,-273.1,13.0,8.419,0.02,0
2026-09-15T19:06:51.585,1.967,10,-0.000,-90.0,13.2,8.419,0.03,0
2026-09-15T19:06:51.686,2.068,10,-0.000,-273.1,13.0,8.419,-0.22,0
2026-09-15T19:06:51.785,2.167,10,0.000,-60.4,13.2,8.419,-0.09,0
2026-09-15T19:06:51.885,2.267,10,0.000,-273.1,13.1,8.419,-0.10,0
2026-09-15T19:06:51.984,2.366,20,0.000,-273.1,13.1,8.419,0.02,0
2026-09-15T19:06:52.085,2.467,20,0.000,-71.8,12.8,8.419,0.11,0
2026-09-15T19:06:52.185,2.568,20,0.000,-273.1,13.1,8.419,-0.24,0
2026-09-15T19:06:52.286,2.668,20,0.000,-273.1,13.0,8.419,-0.09,0
2026-09-15T19:06:52.386,2.769,20,0.000,-273.1,13.0,8.419,-0.24,0
2026-09-15T19:06:52.487,2.869,30,0.000,-273.1,13.2,8.419,-0.03,0
2026-09-15T19:06:52.586,2.968,30,0.000,-273.1,13.3,8.419,0.00,0
2026-09-15T19:06:52.686,3.068,30,0.000,-273.1,13.0,8.419,0.10,0
2026-09-15T19:06:52.787,3.169,30,0.000,-273.1,13.1,8.419,-0.43,0
2026-09-15T19:06:52.885,3.268,30,0.000,-273.1,13.0,8.419,-0.12,0
2026-09-15T19:06:52.986,3.368,30,0.000,-273.1,13.2,8.419,-0.05,0
2026-09-15T19:06:53.086,3.468,30,0.000,-273.1,12.8,8.419,-0.20,0
2026-09-15T19:06:53.186,3.569,30,0.000,-60.4,13.2,8.419,-0.24,0
2026-09-15T19:06:53.287,3.669,30,0.000,-273.1,13.3,8.419,-0.14,0
2026-09-15T19:06:53.388,3.770,30,0.000,-273.1,13.1,8.419,-0.32,0
2026-09-15T19:06:53.486,3.868,30,0.000,-273.1,13.2,8.419,-0.10,0
2026-09-15T19:06:53.586,3.968,30,0.000,-273.1,13.3,8.419,-0.07,0
2026-09-15T19:06:53.686,4.068,30,0.000,-83.9,13.3,8.419,-0.14,0
2026-09-15T19:06:53.786,4.169,30,0.000,-273.1,13.2,8.419,-0.36,0
2026-09-15T19:06:53.887,4.269,30,0.000,-273.1,13.1,8.419,-0.35,0
