timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-18T10:59:52.270,195.452,0,0.000,-273.1,13.9,0.000,0.01,0
2026-09-18T10:59:52.371,195.553,0,-0.000,-273.1,13.6,0.000,0.07,0
2026-09-18T10:59:52.472,195.654,0,0.000,-273.1,13.2,0.000,0.06,0
2026-09-18T10:59:52.574,195.756,0,-0.000,-273.1,13.2,0.000,0.08,0
2026-09-18T10:59:52.671,195.853,0,0.000,-273.1,13.1,0.000,0.08,0
2026-09-18T10:59:52.775,195.957,0,0.000,-273.1,12.8,0.000,0.00,0
2026-09-18T10:59:52.871,196.053,0,0.000,-273.1,12.9,0.000,0.14,0
2026-09-18T10:59:52.971,196.153,0,0.000,-273.1,12.7,0.000,0.14,0
2026-09-18T10:59:53.073,196.255,0,0.000,-273.1,13.1,0.000,-0.18,0
2026-09-18T10:59:53.172,196.354,0,0.000,-273.1,13.2,0.000,0.03,0
2026-09-18T10:59:53.274,196.456,0,-0.000,-80.2,13.4,0.000,-0.02,0
2026-09-18T10:59:53.372,196.554,0,0.000,-273.1,13.5,0.000,-0.08,0
2026-09-18T10:59:53.473,0.015,0,0.000,-273.1,13.7,0.000,-0.15,0
2026-09-18T10:59:53.573,0.115,0,0.000,-273.1,14.3,0.000,0.16,0
2026-09-18T10:59:53.674,0.216,0,0.000,-273.1,14.6,0.000,0.05,0
2026-09-18T10:59:53.774,0.317,0,0.000,-90.0,15.1,0.000,-0.21,0
2026-09-18T10:59:53.874,0.416,0,0.000,-273.1,14.8,0.000,0.06,0
2026-09-18T10:59:53.974,0.516,0,0.000,-273.1,15.0,0.000,0.04,0
2026-09-18T10:59:54.074,0.616,0,0.000,-80.2,14.7,0.000,0.15,0
2026-09-18T10:59:54.174,0.716,0,0.000,-273.1,14.5,0.000,-0.08,0
2026-09-18T10:59:54.275,0.817,0,0.000,-273.1,14.3,0.000,0.00,0
2026-09-18T10:59:54.375,0.918,0,0.000,-273.1,13.8,0.000,0.09,0
2026-09-18T10:59:54.479,1.021,0,0.000,-273.1,13.3,0.000,0.08,0
2026-09-18T10:59:54.578,1.121,0,0.000,-273.1,12.9,0.000,-0.03,0
2026-09-18T10:59:54.679,1.221,0,0.000,-273.1,12.6,0.000,-0.18,0
2026-09-18T10:59:54.778,1.321,0,0.000,-273.1,12.6,0.000,-0.08,0
2026-09-18T10:59:54.878,1.420,0,-0.000,-273.1,13.0,0.000,-0.17,0
2026-09-18T10:59:54.979,1.521,0,0.000,-273.1,12.9,0.000,-0.22,0
2026-09-18T10:59:55.078,1.621,0,0.000,-273.1,13.3,0.000,0.16,0
2026-09-18T10:59:55.178,1.720,0,0.000,-273.1,13.2,0.000,0.02,0
2026-09-18T10:59:55.279,1.821,0,0.000,-273.1,13.2,0.000,-0.05,0
2026-09-18T10:59:55.379,1.921,0,0.000,-273.1,13.9,0.000,0.04,0
2026-09-18T10:59:55.479,2.021,0,0.000,-273.1,14.5,0.000,0.14,0
2026-09-18T10:59:55.582,2.124,0,-0.000,-273.1,14.6,0.000,-0.18,0
2026-09-18T10:59:55.679,2.222,10,0.001,-273.1,14.5,0.000,-0.02,0
2026-09-18T10:59:55.780,2.322,10,0.002,-273.1,14.8,0.000,-0.03,0
2026-09-18T10:59:55.880,2.422,20,0.110,-273.1,14.9,0.000,0.49,0
2026-09-18T10:59:55.979,2.521,20,0.110,-273.1,14.7,0.000,0.62,0
2026-09-18T10:59:56.080,2.622,30,0.279,-273.1,14.8,0.000,1.92,0
2026-09-18T10:59:56.180,2.722,30,0.278,-273.1,14.8,0.000,2.44,0
2026-09-18T10:59:56.282,2.824,30,0.278,-70.4,14.4,0.000,2.44,0
2026-09-18T10:59:56.380,2.923,30,0.278,-273.1,14.2,0.000,2.67,0
2026-09-18T10:59:56.481,3.023,30,0.278,-273.1,14.1,0.000,2.80,0
2026-09-18T10:59:56.581,3.123,30,0.278,-273.1,13.7,0.000,2.55,0
2026-09-18T10:59:56.682,3.225,40,0.424,-273.1,13.0,0.000,2.80,0
2026-09-18T10:59:56.781,3.323,40,0.427,-273.1,12.9,0.000,3.73,0
2026-09-18T10:59:56.882,3.424,40,0.425,-80.2,12.7,0.000,3.90,0
2026-09-18T10:59:56.981,3.523,40,0.426,-273.1,12.7,0.000,4.22,0
2026-09-18T10:59:57.081,3.623,40,0.431,-77.4,13.0,0.000,3.92,0
2026-09-18T10:59:57.183,3.725,40,0.429,-273.1,12.8,0.000,4.28,0
2026-09-18T10:59:57.281,3.823,50,0.550,-273.1,12.3,0.000,4.23,0
2026-09-18T10:59:57.381,3.923,50,0.554,-273.1,12.5,0.000,4.82,0
2026-09-18T10:59:57.481,4.023,50,0.562,-273.1,12.5,0.000,5.14,0
2026-09-18T10:59:57.581,4.123,50,0.564,-273.1,12.7,0.000,5.48,0
2026-09-18T10:59:57.681,4.223,50,0.566,-273.1,12.9,0.000,5.54,0
2026-09-18T10:59:57.781,4.324,50,0.551,-71.8,13.1,0.000,5.53,0
2026-09-18T10:59:57.884,4.426,60,0.659,-273.1,13.8,0.000,5.67,0
2026-09-18T10:59:57.985,4.528,60,0.651,-273.1,13.1,0.000,6.52,0
2026-09-18T10:59:58.083,4.625,60,0.667,-273.1,14.2,0.000,6.35,0
2026-09-18T10:59:58.184,4.726,60,0.662,-273.1,14.6,0.000,6.06,0
2026-09-18T10:59:58.284,4.827,60,0.664,-273.1,14.5,0.000,6.54,0
2026-09-18T10:59:58.385,4.927,70,0.660,-273.1,14.1,0.000,6.16,0
2026-09-18T10:59:58.486,5.028,70,0.742,-273.1,14.1,0.000,6.92,0
2026-09-18T10:59:58.586,5.128,70,0.744,-273.1,13.5,0.000,7.21,0
2026-09-18T10:59:58.686,5.229,70,0.738,-273.1,13.3,0.000,7.16,0
2026-09-18T10:59:58.786,5.328,70,0.750,-273.1,13.0,0.000,7.77,0
2026-09-18T10:59:58.886,5.428,70,0.745,-273.1,12.3,0.000,7.56,0
2026-09-18T10:59:58.986,5.528,70,0.736,-273.1,12.5,0.000,7.38,0
2026-09-18T10:59:59.087,5.629,70,0.745,-273.1,12.5,0.000,6.83,0
2026-09-18T10:59:59.187,5.730,70,0.743,-273.1,11.8,0.000,7.20,0
2026-09-18T10:59:59.293,5.835,70,0.746,-273.1,12.3,0.000,6.93,0
2026-09-18T10:59:59.388,5.931,70,0.752,-53.7,13.1,0.000,7.06,0
2026-09-18T10:59:59.488,6.030,70,0.772,-273.1,12.8,0.000,7.90,0
2026-09-18T10:59:59.588,6.131,70,0.729,-273.1,13.2,0.000,8.00,0
2026-09-18T10:59:59.689,6.231,70,0.739,-90.0,13.8,0.000,7.19,0
2026-09-18T10:59:59.789,6.331,71,0.745,-273.1,14.0,0.000,6.81,0
2026-09-18T10:59:59.889,6.431,71,0.763,-273.1,14.1,0.000,7.62,0
2026-09-18T10:59:59.989,6.531,71,0.750,-273.1,14.2,0.000,6.99,0
2026-09-18T11:00:00.089,6.632,71,0.758,-273.1,14.5,0.000,7.45,0
2026-09-18T11:00:00.189,6.731,71,0.753,-273.1,14.5,0.000,7.38,0
2026-09-18T11:00:00.289,6.831,71,0.750,-273.1,14.2,0.000,7.35,0
2026-09-18T11:00:00.390,6.932,71,0.739,-273.1,14.2,0.000,7.11,0
2026-09-18T11:00:00.490,7.032,71,0.760,-273.1,13.9,0.000,7.07,0
2026-09-18T11:00:00.590,7.133,71,0.768,-80.2,13.9,0.000,6.98,0
2026-09-18T11:00:00.693,7.235,71,0.737,-273.1,13.5,0.000,7.64,0
2026-09-18T11:00:00.791,7.333,71,0.750,-273.1,13.1,0.000,6.86,0
2026-09-18T11:00:00.891,7.434,71,0.761,-273.1,12.8,0.000,7.14,0
2026-09-18T11:00:00.992,7.534,71,0.746,-273.1,12.5,0.000,7.17,0
2026-09-18T11:00:01.092,7.635,71,0.752,-273.1,12.2,0.000,7.36,0
2026-09-18T11:00:01.193,7.735,71,0.735,-273.1,12.3,0.000,7.88,0
