timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-18T13:38:31.984,162.227,0,0.870,-273.1,15.5,19.593,-0.14,0
2026-09-18T13:38:32.085,162.328,0,1.434,-273.1,15.6,19.593,-0.06,0
2026-09-18T13:38:32.186,162.429,0,0.819,-273.1,15.8,19.593,-0.02,0
2026-09-18T13:38:32.287,162.530,0,0.819,-273.1,16.0,19.593,-0.20,0
2026-09-18T13:38:32.384,162.627,0,0.717,-273.1,16.1,19.593,-0.10,0
2026-09-18T13:38:32.484,162.727,0,0.768,-273.1,15.9,19.593,-0.08,0
2026-09-18T13:38:32.584,162.827,0,0.870,-273.1,16.1,19.593,-0.08,0
2026-09-18T13:38:32.684,162.927,0,0.870,-273.1,16.2,19.593,0.03,0
2026-09-18T13:38:32.785,163.028,0,1.331,-71.8,16.2,19.593,-0.01,0
2026-09-18T13:38:32.884,163.128,0,1.126,-273.1,16.5,19.593,-0.08,0
2026-09-18T13:38:32.987,163.230,0,0.768,-273.1,16.3,19.593,-0.01,0
2026-09-18T13:38:33.085,163.328,0,0.768,-273.1,16.2,19.593,-0.19,0
2026-09-18T13:38:33.185,163.428,0,0.922,-77.4,16.6,19.593,-0.06,0
2026-09-18T13:38:33.285,163.528,0,0.973,-273.1,16.9,19.593,-0.47,0
2026-09-18T13:38:33.386,163.629,0,0.973,-273.1,17.1,19.593,-0.24,0
2026-09-18T13:38:33.487,163.730,0,0.973,-90.0,17.0,19.593,-0.13,0
2026-09-18T13:38:33.586,163.829,0,0.870,-90.0,17.1,19.593,0.08,0
2026-09-18T13:38:33.687,163.930,0,0.922,-90.0,16.9,19.593,0.12,0
2026-09-18T13:38:33.787,164.030,0,0.922,-273.1,16.6,19.593,-0.06,0
2026-09-18T13:38:33.887,164.130,0,0.870,-273.1,16.4,19.593,0.02,0
2026-09-18T13:38:33.990,164.233,0,0.717,-90.0,16.3,19.593,-0.16,0
2026-09-18T13:38:34.089,164.332,0,1.229,-273.1,16.1,19.593,-0.14,0
2026-09-18T13:38:34.189,164.432,0,1.229,-273.1,15.9,19.593,0.15,0
2026-09-18T13:38:34.289,164.532,0,0.614,-273.1,16.0,19.593,-0.10,0
2026-09-18T13:38:34.390,164.633,0,0.512,-90.0,15.7,19.593,-0.24,0
