timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T13:46:25.376,182.185,0,0.000,-273.1,7.8,26.934,-0.14,0
2026-09-15T13:46:25.477,182.286,0,0.000,-273.1,7.6,26.934,0.12,0
2026-09-15T13:46:25.576,182.385,0,0.000,-273.1,7.7,26.934,0.07,0
2026-09-15T13:46:25.677,182.486,0,0.000,-273.1,7.7,26.934,0.09,0
2026-09-15T13:46:25.777,182.586,0,0.000,-71.8,7.8,26.934,-0.13,0
2026-09-15T13:46:25.878,182.687,0,0.000,-273.1,7.7,26.934,-0.01,0
2026-09-15T13:46:25.978,182.787,0,0.000,-273.1,7.6,26.934,0.25,0
2026-09-15T13:46:26.078,182.887,0,0.000,-273.1,7.6,26.934,0.10,0
2026-09-15T13:46:26.177,182.986,0,0.000,-273.1,7.8,26.934,0.14,0
2026-09-15T13:46:26.278,183.087,0,0.000,-67.0,7.8,26.934,0.21,0
2026-09-15T13:46:26.378,183.187,0,0.000,-273.1,7.8,26.934,0.33,0
2026-09-15T13:46:26.478,183.287,0,0.000,-273.1,7.7,26.934,-0.02,0
2026-09-15T13:46:26.578,183.387,0,0.000,-83.9,7.7,26.934,0.05,0
2026-09-15T13:46:26.678,183.487,0,0.000,-273.1,7.7,26.934,-0.02,0
2026-09-15T13:46:26.778,0.052,0,0.000,-63.6,7.7,26.934,0.06,0
2026-09-15T13:46:26.882,0.156,0,0.000,-273.1,7.8,26.934,-0.09,0
2026-09-15T13:46:26.980,0.254,0,0.000,-273.1,7.8,26.934,-0.06,0
2026-09-15T13:46:27.080,0.354,0,0.000,-273.1,7.7,26.934,0.17,0
2026-09-15T13:46:27.180,0.454,0,0.000,-273.1,7.7,26.934,0.03,0
2026-09-15T13:46:27.281,0.554,0,0.000,-273.1,7.9,26.934,-0.15,0
2026-09-15T13:46:27.384,0.657,0,-0.000,-273.1,7.6,26.934,-0.02,0
2026-09-15T13:46:27.481,0.755,0,0.000,-273.1,7.7,26.934,-0.08,0
2026-09-15T13:46:27.581,0.855,0,0.000,-273.1,7.7,26.934,-0.36,0
2026-09-15T13:46:27.681,0.955,0,0.000,-83.9,7.8,26.934,-0.06,0
2026-09-15T13:46:27.781,1.055,0,-0.000,-273.1,7.6,26.934,0.12,0
2026-09-15T13:46:27.882,1.155,0,0.000,-75.2,7.6,26.934,0.09,0
2026-09-15T13:46:27.982,1.256,0,0.000,-273.1,7.7,26.934,0.00,0
2026-09-15T13:46:28.082,1.356,0,-0.000,-273.1,7.7,26.934,-0.05,0
2026-09-15T13:46:28.182,1.456,0,0.000,-273.1,7.6,26.934,-0.12,0
2026-09-15T13:46:28.285,1.559,0,-0.000,-273.1,7.8,26.934,-0.06,0
2026-09-15T13:46:28.383,1.656,0,0.000,-273.1,7.6,26.934,0.01,0
2026-09-15T13:46:28.483,1.756,0,-0.000,-273.1,7.6,26.934,0.05,0
