timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T13:14:53.279,2.827,0,0.000,-75.2,4.8,26.934,0.20,0
2026-09-15T13:14:53.379,2.927,0,0.000,-90.0,4.9,26.934,-0.05,0
2026-09-15T13:14:53.480,3.028,0,0.000,-273.1,5.0,26.934,-0.13,0
2026-09-15T13:14:53.581,3.129,0,-0.000,-273.1,5.1,26.934,0.09,0
2026-09-15T13:14:53.680,3.228,0,0.000,-273.1,4.8,26.934,0.01,0
2026-09-15T13:14:53.778,3.327,0,0.000,-273.1,4.7,26.934,0.10,0
2026-09-15T13:14:53.879,3.428,0,0.000,-273.1,5.0,26.934,0.10,0
2026-09-15T13:14:53.979,3.528,0,0.000,-273.1,5.3,26.934,0.05,0
2026-09-15T13:14:54.083,3.632,0,0.000,-273.1,5.1,26.934,-0.11,0
2026-09-15T13:14:54.180,3.728,0,0.000,-66.1,4.9,26.934,0.01,0
2026-09-15T13:14:54.281,3.829,0,-0.000,-273.1,5.0,26.934,0.24,0
2026-09-15T13:14:54.380,3.928,0,0.000,-273.1,5.0,26.934,0.13,0
2026-09-15T13:14:54.480,4.029,0,0.000,-273.1,4.7,26.934,-0.07,0
2026-09-15T13:14:54.580,4.129,0,0.000,-273.1,5.1,26.934,0.16,0
2026-09-15T13:14:54.681,4.229,0,0.000,-273.1,5.0,26.934,0.09,0
2026-09-15T13:14:54.781,4.329,0,0.000,-273.1,5.0,26.934,0.17,0
2026-09-15T13:14:54.881,4.429,0,0.000,-273.1,4.8,26.934,-0.12,0
2026-09-15T13:14:54.982,4.530,0,-0.000,-90.0,4.8,26.934,-0.13,0
2026-09-15T13:14:55.082,4.630,0,0.000,-273.1,4.9,26.934,-0.17,0
2026-09-15T13:14:55.182,4.730,0,0.000,-273.1,4.9,26.934,0.03,0
2026-09-15T13:14:55.283,4.831,0,0.000,-273.1,4.8,26.934,0.25,0
2026-09-15T13:14:55.383,4.931,0,0.000,-273.1,4.9,26.934,-0.12,0
2026-09-15T13:14:55.483,5.032,0,0.000,-273.1,4.9,26.934,-0.12,0
2026-09-15T13:14:55.586,5.134,10,0.004,-273.1,4.9,26.934,0.22,0
2026-09-15T13:14:55.684,5.232,10,0.004,-273.1,5.0,26.934,0.01,0
2026-09-15T13:14:55.785,5.333,10,0.004,-69.2,4.9,26.934,0.18,0
2026-09-15T13:14:55.886,5.434,10,0.004,-273.1,5.0,26.934,0.15,0
2026-09-15T13:14:55.986,5.534,10,0.004,-273.1,5.4,26.934,0.14,0
2026-09-15T13:14:56.085,5.633,20,0.093,-273.1,4.9,26.934,0.06,0
2026-09-15T13:14:56.186,5.734,20,0.097,-273.1,5.1,26.934,0.62,0
2026-09-15T13:14:56.285,5.833,30,0.268,-273.1,4.9,26.934,0.91,0
2026-09-15T13:14:56.386,5.934,30,0.281,-273.1,4.9,26.934,1.00,0
2026-09-15T13:14:56.485,6.033,40,0.456,-273.1,4.7,26.934,1.72,0
2026-09-15T13:14:56.585,6.134,40,0.442,-273.1,4.9,26.934,1.66,0
2026-09-15T13:14:56.685,6.234,40,0.446,-90.0,4.9,26.934,2.17,0
2026-09-15T13:14:56.785,6.333,50,0.584,-90.0,4.9,26.934,1.55,0
2026-09-15T13:14:56.886,6.434,50,0.578,-273.1,4.8,26.934,2.09,0
2026-09-15T13:14:56.985,6.533,50,0.579,-273.1,3.9,26.934,2.73,0
2026-09-15T13:14:57.085,6.633,50,0.587,-273.1,4.9,26.934,2.24,0
2026-09-15T13:14:57.186,6.734,50,0.596,-273.1,4.9,26.934,2.58,0
2026-09-15T13:14:57.286,6.835,50,0.574,-273.1,4.9,26.934,2.45,0
2026-09-15T13:14:57.385,6.933,50,0.578,-273.1,4.7,26.934,1.91,0
2026-09-15T13:14:57.485,7.033,50,0.594,-273.1,4.5,26.934,2.01,0
2026-09-15T13:14:57.587,7.135,50,0.601,-273.1,4.7,26.934,2.32,0
2026-09-15T13:14:57.686,7.235,40,0.446,-273.1,4.6,26.934,1.60,0
