timestamp,elapsed_s,pwm,current_A,t1_casing_C,t2_magnet_C,force_N,flux_mT,fault
2026-09-15T13:04:54.506,5.131,0,0.000,-273.1,5.0,26.934,0.23,0
2026-09-15T13:04:54.607,5.232,0,0.000,-273.1,5.2,26.934,0.03,0
2026-09-15T13:04:54.705,5.330,0,0.000,-273.1,5.0,26.934,0.17,0
2026-09-15T13:04:54.806,5.431,0,0.000,-273.1,4.9,26.934,0.00,0
2026-09-15T13:04:54.907,5.532,0,0.000,-273.1,4.8,26.934,0.06,0
2026-09-15T13:04:55.010,5.635,0,0.000,-273.1,5.0,26.934,0.25,0
2026-09-15T13:04:55.109,5.734,0,0.000,-273.1,5.2,26.934,-0.03,0
2026-09-15T13:04:55.209,5.834,0,-0.000,-273.1,5.0,26.934,0.07,0
2026-09-15T13:04:55.309,5.934,0,-0.000,-273.1,5.0,26.934,0.39,0
2026-09-15T13:04:55.409,6.034,0,0.000,-273.1,5.1,26.934,0.41,0
2026-09-15T13:04:55.512,6.137,0,0.000,-273.1,5.2,26.934,0.25,0
2026-09-15T13:04:55.613,6.238,0,-0.000,-273.1,5.1,26.934,0.17,0
2026-09-15T13:04:55.711,6.336,0,0.000,-273.1,5.1,26.934,0.00,0
2026-09-15T13:04:55.810,6.435,0,0.000,-273.1,5.0,26.934,-0.04,0
2026-09-15T13:04:55.911,6.536,0,-0.000,-273.1,5.0,26.934,0.18,0
2026-09-15T13:04:56.010,6.635,0,0.000,-273.1,4.9,26.934,0.02,0
2026-09-15T13:04:56.111,6.736,0,-0.000,-273.1,5.1,26.934,-0.19,0
2026-09-15T13:04:56.213,6.837,0,0.000,-273.1,4.9,26.934,0.06,0
2026-09-15T13:04:56.313,6.938,0,0.000,-273.1,4.9,26.934,0.16,0
2026-09-15T13:04:56.411,7.036,0,0.000,-273.1,4.8,26.934,0.31,0
2026-09-15T13:04:56.512,7.137,0,-0.000,-273.1,5.0,26.934,-0.05,0
2026-09-15T13:04:56.612,7.237,0,0.000,-83.9,4.9,26.934,-0.12,0
2026-09-15T13:04:56.713,7.338,0,0.000,-273.1,4.8,26.934,-0.01,0
2026-09-15T13:04:56.812,7.437,0,0.000,-273.1,4.8,26.934,0.05,0
2026-09-15T13:04:56.917,7.542,0,-0.000,-273.1,4.9,26.934,0.08,0
2026-09-15T13:04:57.013,7.638,0,0.000,-273.1,5.0,26.934,-0.05,0
2026-09-15T13:04:57.113,7.738,0,0.000,-273.1,4.9,26.934,0.14,0
2026-09-15T13:04:57.213,7.838,0,0.000,-273.1,4.8,26.934,-0.09,0
2026-09-15T13:04:57.314,7.939,0,-0.000,-273.1,4.9,26.934,0.16,0
2026-09-15T13:04:57.414,8.039,10,0.003,-273.1,5.0,26.934,0.24,0
2026-09-15T13:04:57.514,8.139,10,0.003,-273.1,5.1,26.934,0.36,0
2026-09-15T13:04:57.617,8.242,10,0.003,-273.1,5.1,26.934,-0.02,0
2026-09-15T13:04:57.716,8.341,10,0.003,-273.1,4.8,26.934,0.17,0
2026-09-15T13:04:57.815,8.440,20,0.073,-80.2,5.0,26.934,0.57,0
2026-09-15T13:04:57.916,8.541,20,0.063,-83.9,5.0,26.934,0.65,0
2026-09-15T13:04:58.015,8.640,20,0.092,-273.1,4.9,26.934,0.80,0
2026-09-15T13:04:58.116,8.741,20,0.081,-273.1,4.9,26.934,0.45,0
2026-09-15T13:04:58.217,8.842,20,0.069,-273.1,5.0,26.934,0.68,0
2026-09-15T13:04:58.315,8.940,20,0.092,-90.0,4.8,26.934,0.40,0
2026-09-15T13:04:58.416,9.041,20,0.084,-273.1,4.8,26.934,0.61,0
2026-09-15T13:04:58.516,9.141,20,0.060,-273.1,4.7,26.934,0.69,0
2026-09-15T13:04:58.617,9.242,20,0.071,-68.1,5.1,26.934,0.67,0
2026-09-15T13:04:58.716,9.341,20,0.075,-273.1,4.5,26.934,0.43,0
2026-09-15T13:04:58.818,9.443,20,0.069,-273.1,5.0,26.934,0.55,0
2026-09-15T13:04:58.917,9.542,20,0.083,-66.1,5.1,26.934,0.54,0
2026-09-15T13:04:59.017,9.642,20,0.060,-273.1,4.9,26.934,0.72,0
2026-09-15T13:04:59.118,9.743,20,0.080,-273.1,5.0,26.934,0.38,0
2026-09-15T13:04:59.222,9.847,20,0.070,-273.1,4.9,26.934,0.79,0
2026-09-15T13:04:59.318,9.943,20,0.075,-273.1,4.8,26.934,0.59,0
2026-09-15T13:04:59.418,10.043,20,0.062,-273.1,5.0,26.934,0.53,0
2026-09-15T13:04:59.519,10.144,30,0.254,-273.1,5.1,26.934,0.63,0
2026-09-15T13:04:59.618,10.243,30,0.222,-90.0,4.9,26.934,0.94,0
2026-09-15T13:04:59.719,10.344,30,0.255,-273.1,4.9,26.934,0.50,0
2026-09-15T13:04:59.820,10.445,30,0.245,-273.1,5.1,26.934,1.57,0
2026-09-15T13:04:59.920,10.545,30,0.247,-273.1,4.8,26.934,0.38,0
2026-09-15T13:05:00.020,10.645,30,0.229,-273.1,4.9,26.934,1.18,0
2026-09-15T13:05:00.124,10.749,30,0.250,-273.1,5.1,26.934,0.94,0
2026-09-15T13:05:00.219,10.844,30,0.250,-273.1,5.3,26.934,1.35,0
2026-09-15T13:05:00.319,10.944,30,0.260,-83.9,4.9,26.934,0.94,0
2026-09-15T13:05:00.420,11.045,30,0.234,-273.1,4.9,26.934,1.39,0
2026-09-15T13:05:00.520,11.144,30,0.236,-273.1,5.1,26.934,1.35,0
2026-09-15T13:05:00.628,11.253,30,0.230,-273.1,5.1,26.934,1.15,0
2026-09-15T13:05:00.721,11.346,30,0.255,-273.1,5.0,26.934,1.36,0
2026-09-15T13:05:00.821,11.446,30,0.258,-273.1,4.9,26.934,0.72,0
2026-09-15T13:05:00.920,11.545,30,0.252,-273.1,5.1,26.934,1.12,0
2026-09-15T13:05:01.021,11.646,30,0.239,-273.1,5.1,26.934,1.26,0
2026-09-15T13:05:01.121,11.746,30,0.228,-273.1,4.8,26.934,0.42,0
2026-09-15T13:05:01.222,11.847,30,0.243,-273.1,4.9,26.934,1.53,0
2026-09-15T13:05:01.321,11.946,30,0.250,-273.1,5.0,26.934,0.80,0
2026-09-15T13:05:01.423,12.048,29,0.231,-273.1,4.9,26.934,0.47,0
2026-09-15T13:05:01.522,12.147,29,0.229,-273.1,5.1,26.934,1.11,0
2026-09-15T13:05:01.622,12.247,29,0.262,-273.1,5.2,26.934,1.25,0
2026-09-15T13:05:01.722,12.347,29,0.253,-273.1,4.9,26.934,1.52,0
2026-09-15T13:05:01.822,12.447,29,0.249,-273.1,5.1,26.934,1.40,0
2026-09-15T13:05:01.922,12.547,29,0.247,-83.9,5.1,26.934,1.18,0
2026-09-15T13:05:02.023,12.648,29,0.263,-273.1,5.1,26.934,0.46,0
2026-09-15T13:05:02.123,12.748,29,0.246,-273.1,5.1,26.934,1.40,0
2026-09-15T13:05:02.223,12.848,29,0.258,-273.1,5.1,26.934,0.98,0
2026-09-15T13:05:02.323,12.948,29,0.221,-273.1,5.1,26.934,1.28,0
2026-09-15T13:05:02.425,13.050,29,0.257,-273.1,5.2,26.934,1.32,0
2026-09-15T13:05:02.525,13.150,29,0.239,-273.1,5.1,26.934,1.57,0
2026-09-15T13:05:02.625,13.250,28,0.236,-273.1,5.1,26.934,1.43,0
2026-09-15T13:05:02.725,13.350,28,0.261,-273.1,5.0,26.934,1.34,0
2026-09-15T13:05:02.831,13.456,28,0.255,-83.9,4.9,26.934,0.43,0
2026-09-15T13:05:02.927,13.552,28,0.247,-273.1,4.9,26.934,0.40,0
2026-09-15T13:05:03.026,13.651,28,0.254,-273.1,5.1,26.934,0.69,0
2026-09-15T13:05:03.126,13.751,28,0.239,-273.1,4.8,26.934,1.21,0
2026-09-15T13:05:03.227,13.852,28,0.259,-71.8,4.9,26.934,1.36,0
2026-09-15T13:05:03.326,13.951,28,0.242,-273.1,5.3,26.934,0.56,0
2026-09-15T13:05:03.427,14.052,28,0.241,-273.1,5.1,26.934,0.91,0
2026-09-15T13:05:03.527,14.152,28,0.255,-273.1,5.2,26.934,1.46,0
2026-09-15T13:05:03.628,14.253,28,0.247,-273.1,4.9,26.934,1.20,0
2026-09-15T13:05:03.727,14.352,27,0.227,-90.0,5.0,26.934,1.24,0
2026-09-15T13:05:03.833,14.457,27,0.248,-273.1,5.1,26.934,1.26,0
2026-09-15T13:05:03.927,14.552,27,0.232,-273.1,5.1,26.934,1.22,0
2026-09-15T13:05:04.027,14.652,27,0.249,-273.1,5.1,26.934,0.82,0
2026-09-15T13:05:04.128,14.753,27,0.258,-273.1,5.2,26.934,1.03,0
2026-09-15T13:05:04.228,14.853,27,0.245,-273.1,5.2,26.934,1.50,0
2026-09-15T13:05:04.328,14.953,27,0.257,-273.1,5.2,26.934,0.97,0
2026-09-15T13:05:04.428,15.053,27,0.228,-68.1,4.9,26.934,1.33,0
2026-09-15T13:05:04.529,15.153,27,0.243,-273.1,5.0,26.934,1.44,0
2026-09-15T13:05:04.629,15.254,27,0.257,-77.4,5.4,26.934,1.35,0
2026-09-15T13:05:04.732,15.357,27,0.251,-273.1,5.1,26.934,0.86,0
2026-09-15T13:05:04.829,15.454,27,0.238,-273.1,5.1,26.934,0.74,0
2026-09-15T13:05:04.928,15.553,26,0.223,-273.1,5.3,26.934,1.29,0
2026-09-15T13:05:05.029,15.654,26,0.273,-69.2,5.1,26.934,1.36,0
2026-09-15T13:05:05.130,15.754,26,0.251,-273.1,5.2,26.934,1.06,0
2026-09-15T13:05:05.229,15.854,26,0.254,-273.1,5.7,26.934,1.43,0
2026-09-15T13:05:05.330,15.955,26,0.255,-83.9,5.1,26.934,1.34,0
2026-09-15T13:05:05.430,16.055,26,0.247,-273.1,5.2,26.934,0.90,0
2026-09-15T13:05:05.537,16.162,26,0.265,-273.1,5.2,26.934,0.95,0
2026-09-15T13:05:05.631,16.256,26,0.275,-273.1,5.2,26.934,1.28,0
2026-09-15T13:05:05.730,16.355,25,0.168,-64.4,5.2,26.934,1.27,0
2026-09-15T13:05:05.831,16.456,25,0.163,-273.1,5.4,26.934,0.99,0
2026-09-15T13:05:05.932,16.557,25,0.157,-273.1,5.0,26.934,1.00,0
2026-09-15T13:05:06.031,16.656,25,0.154,-273.1,5.4,26.934,0.76,0
2026-09-15T13:05:06.131,16.756,25,0.147,-83.9,4.7,26.934,0.91,0
2026-09-15T13:05:06.231,16.856,25,0.161,-273.1,4.3,26.934,1.07,0
2026-09-15T13:05:06.332,16.957,25,0.161,-273.1,5.5,26.934,0.84,0
2026-09-15T13:05:06.431,17.056,25,0.171,-273.1,5.3,26.934,1.16,0
2026-09-15T13:05:06.531,17.156,25,0.132,-273.1,5.4,26.934,0.84,0
2026-09-15T13:05:06.631,17.256,25,0.140,-273.1,5.3,26.934,1.21,0
2026-09-15T13:05:06.738,17.363,25,0.152,-273.1,5.3,26.934,0.97,0
2026-09-15T13:05:06.833,17.458,26,0.233,-273.1,5.4,26.934,1.02,0
2026-09-15T13:05:06.932,17.557,26,0.239,-273.1,5.4,26.934,1.04,0
2026-09-15T13:05:07.033,17.658,26,0.239,-273.1,5.5,26.934,1.23,0
2026-09-15T13:05:07.132,17.757,27,0.244,-273.1,5.5,26.934,1.42,0
2026-09-15T13:05:07.232,17.857,27,0.254,-273.1,5.3,26.934,0.19,0
2026-09-15T13:05:07.333,17.958,27,0.255,-273.1,5.5,26.934,0.59,0
2026-09-15T13:05:07.436,18.061,27,0.244,-273.1,5.5,26.934,1.21,0
2026-09-15T13:05:07.533,18.158,27,0.235,-273.1,5.3,26.934,1.37,0
2026-09-15T13:05:07.634,18.259,27,0.250,-273.1,5.6,26.934,1.57,0
2026-09-15T13:05:07.734,18.359,27,0.237,-273.1,5.5,26.934,1.16,0
2026-09-15T13:05:07.836,18.461,28,0.246,-273.1,5.3,26.934,0.91,0
2026-09-15T13:05:07.936,18.561,28,0.258,-273.1,5.4,26.934,1.52,0
2026-09-15T13:05:08.037,18.662,28,0.255,-77.4,5.2,26.934,1.03,0
2026-09-15T13:05:08.141,18.766,28,0.258,-273.1,5.2,26.934,0.68,0
2026-09-15T13:05:08.243,18.868,28,0.243,-70.4,5.2,26.934,1.05,0
2026-09-15T13:05:08.339,18.964,28,0.254,-273.1,5.0,26.934,1.78,0
2026-09-15T13:05:08.438,19.063,28,0.255,-273.1,5.1,26.934,0.43,0
2026-09-15T13:05:08.538,19.163,29,0.228,-273.1,5.0,26.934,1.23,0
2026-09-15T13:05:08.638,19.263,29,0.225,-273.1,5.1,26.934,1.21,0
2026-09-15T13:05:08.738,19.363,29,0.256,-273.1,5.2,26.934,1.62,0
2026-09-15T13:05:08.841,19.466,29,0.259,-273.1,5.1,26.934,1.60,0
2026-09-15T13:05:08.942,19.567,29,0.268,-273.1,5.1,26.934,1.25,0
2026-09-15T13:05:09.039,19.664,29,0.272,-273.1,5.2,26.934,1.40,0
2026-09-15T13:05:09.141,19.766,29,0.251,-273.1,4.9,26.934,1.00,0
2026-09-15T13:05:09.242,19.867,29,0.264,-273.1,5.0,26.934,0.92,0
2026-09-15T13:05:09.342,19.967,29,0.245,-273.1,5.2,26.934,1.87,0
2026-09-15T13:05:09.442,20.067,29,0.272,-273.1,5.0,26.934,0.72,0
2026-09-15T13:05:09.543,20.168,29,0.272,-273.1,5.2,26.934,1.11,0
2026-09-15T13:05:09.645,20.270,29,0.261,-273.1,5.0,26.934,1.83,0
2026-09-15T13:05:09.742,20.367,29,0.265,-273.1,5.0,26.934,0.68,0
2026-09-15T13:05:09.842,20.467,29,0.249,-273.1,5.2,26.934,0.84,0
2026-09-15T13:05:09.942,20.567,29,0.245,-273.1,5.0,26.934,1.42,0
2026-09-15T13:05:10.042,20.667,29,0.255,-273.1,5.3,26.934,1.46,0
2026-09-15T13:05:10.142,20.767,29,0.241,-90.0,5.2,26.934,1.34,0
2026-09-15T13:05:10.242,20.867,29,0.248,-273.1,5.4,26.934,0.85,0
2026-09-15T13:05:10.343,20.968,29,0.266,-273.1,5.3,26.934,1.14,0
2026-09-15T13:05:10.445,21.070,29,0.261,-273.1,5.3,26.934,1.60,0
2026-09-15T13:05:10.542,21.167,29,0.256,-75.2,5.2,26.934,1.25,0
2026-09-15T13:05:10.642,21.267,29,0.241,-273.1,5.2,26.934,1.02,0
2026-09-15T13:05:10.743,21.368,29,0.240,-273.1,5.3,26.934,1.42,0
2026-09-15T13:05:10.842,21.467,29,0.247,-273.1,5.5,26.934,1.37,0
2026-09-15T13:05:10.942,21.567,30,0.257,-273.1,5.4,26.934,0.55,0
2026-09-15T13:05:11.043,21.668,30,0.256,-273.1,5.5,26.934,1.36,0
2026-09-15T13:05:11.143,21.768,30,0.249,-273.1,5.3,26.934,1.26,0
2026-09-15T13:05:11.244,21.868,30,0.233,-273.1,5.1,26.934,1.16,0
2026-09-15T13:05:11.345,21.970,30,0.256,-273.1,5.3,26.934,1.11,0
2026-09-15T13:05:11.445,22.070,30,0.255,-273.1,5.4,26.934,1.41,0
2026-09-15T13:05:11.545,22.170,30,0.233,-273.1,5.1,26.934,0.98,0
2026-09-15T13:05:11.645,22.270,30,0.254,-273.1,5.3,26.934,0.92,0
2026-09-15T13:05:11.745,22.370,30,0.245,-273.1,5.4,26.934,0.90,0
2026-09-15T13:05:11.845,22.470,30,0.261,-273.1,5.4,26.934,1.47,0
2026-09-15T13:05:11.946,22.571,31,0.328,-273.1,5.2,26.934,1.31,0
2026-09-15T13:05:12.045,22.670,31,0.319,-273.1,5.1,26.934,1.73,0
2026-09-15T13:05:12.146,22.770,31,0.331,-273.1,5.3,26.934,1.43,0
2026-09-15T13:05:12.246,22.871,31,0.332,-273.1,5.2,26.934,1.83,0
2026-09-15T13:05:12.346,22.971,31,0.329,-273.1,5.5,26.934,0.84,0
2026-09-15T13:05:12.445,23.070,31,0.321,-273.1,5.2,26.934,1.07,0
2026-09-15T13:05:12.546,23.171,31,0.324,-273.1,5.2,26.934,1.13,0
2026-09-15T13:05:12.649,23.274,31,0.312,-273.1,5.6,26.934,1.66,0
2026-09-15T13:05:12.746,23.371,31,0.327,-90.0,5.4,26.934,1.79,0
